Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"59"	"MAX"	"171.8"	"ARCHS4 Coexpression,297;ENCODE ChIP-seq,21;Enrichr Queries,16;ReMap ChIP-seq,58;GTEx Coexpression,467"	"SLC35B2,PGAP1,PGAP3,ARAF,NDST2,PSMD8,NDST1,C1GALT1C1,TBC1D10C,AKT1,AP1S1,LGALS9,FBXO8,TBC1D22A,TBC1D22B,TBC1D10A,TBC1D10B,SEC63,VPS18,COG7,CSNK2A1,ALG3,CSNK1D,MOGS,RUFY1,RNF126,DDIT3,PSME3,PSME1,BTK,PSME2,KDELR2,MPPE1,KDELR3,KIF20A,TP53,STX1A,VPS28,TRIM11,ATF4,TBC1D9B,SAR1A,SAR1B,AGAP2,B3GLCT,COPS7B,AGAP3,UGCG,HSPH1,RAB11FIP1,INPP5E,ST8SIA4,CHST15,VPS11,SEC31A,ST3GAL3,B3GALNT2,CTSA,TRAP1,RABGAP1L,EIF2AK1,SIAH2,EDEM2,SLC33A1,RAB27B,HSPA12B,EXT2,RNF103,B4GAT1,PSMG3,CALR,CALM1,ARF4,PIGU,ARF1,UBXN1,FKBP15,GPAA1,PIGN,FKBP14,PIGQ,ARPC1B,ARPC1A,ARHGAP1,CLTA,B3GNTL1,HERPUD1,LFNG,TRIM8,RACK1,UBXN7,AP3S2,QSOX2,GIT1,TMED5,UBXN6,RAB8A,RAB8B,VKORC1,PSD,TMED9,EXOC7,NCOA3,COPZ2,RAB3IL1,RBSN,SORCS2,PIGC,PSMA6,B3GNT9,B3GNT8,PSMA4,B3GNT7,TCP1,PIGK,VAMP1,ARHGEF1,PIGM,PLIN2,EXOC5,VAMP4,VAMP2,RABGAP1,DERL3,WAS,DERL2,RFNG,PSMA7,STX11,STX10,PGRMC1,GGA3,MICALL2,STX5,UBL4A,CSNK1A1,SYVN1,AP3D1,RAB11A,RAB11B,COPG1,DPAGT1,EXOC3L1,ERO1B,RAB3A,EXOC3L4,UBXN2A,RAB3D,PDCD6,UBE2D3,SRP14,IGF1R,RAB44,POFUT2,ARHGDIA,CAPN1,CSGALNACT1,DGAT1,VPS33A,VPS33B,UBE2E1,DNAJB12,TPST2,RAB32,ACAP3,DPM2,ACAP2,DPM3,RAB30,ACAP1,RAB31,RAB37,MFNG,RAB34,TBC1D24,TBC1D23,PPIG,PPIA,TRAPPC3L,FKBP2,TSG101,UBA6,GLT8D1,ITPR1,UBR1,HSPBP1,FOXO1,FUT7,UBR7,TBC1D12,TBC1D17,MAP2K7,TBC1D15,HSPA9,OST4,HSPA8,RAB4A,SDF2L1,TRAPPC1,HSPA5,HSPA4,TRAPPC4,B3GALT4,EIF2S1,NSFL1C,COPS3,COPS6,COPS5,ARPC3,CHMP2A,BCL2,CNIH2,UBE2K,RAB5A,UBE2M,B4GALT2,CALR3,HSP90AB1,B4GALT1,PRKCSH,SNAP23,ATP2A3,HSPB1,PKD1,BICD2,SEC61A2,SEC61A1,AP1G1,PSD4,HSP90AA1,MKKS,NAT8B,VPS9D1,RAD23A,ARAP1,VPS37B,ARFGAP3,RAD23B,DDOST,ARFGAP1,ARFGAP2,TRAPPC6B,DNAJC5,DNAJC9,MAN1B1,DNAJC8,ST6GALNAC4,B4GALT7,ST6GALNAC6,RAB1B,GOSR2,POMP,ASAP3,HMGCR,DNAJB2,CYTH3,AP3M1,GANAB,CYTH4,RAB40C,DNAJB6,RAB26,VPS53,RAB24,DNAJB9,BAK1,UBQLN4,FKTN,ARFGEF1,SLC35A2,PTPN1,ARFGEF2,SLC35A3,B3GAT3,GALNT1,PML,DNAJA1,UFM1,CAPN10,MGAT4B,RAB13,RAB18,BAX,STUB1,P4HB,SEC24D,PPIL3,PPIL4,BET1"
"gene_set_query"	"60"	"THAP7"	"175.3"	"ARCHS4 Coexpression,363;Enrichr Queries,18;GTEx Coexpression,145"	"POMT2,ARF1,UBXN1,GPAA1,PRKCSH,PIGQ,POMT1,HSPB1,AUP1,PSMD8,ARHGDIA,TRAPPC12,UFD1,SNAP29,GET4,ACTR2,SEC13,SSR4,NCOA3,STX7,ALG3,RAD23A,ARFGAP1,DDOST,DPM3,RNF126,TRAPPC6A,RER1,CSNK2B,FKBP8,PICK1,EXOC3,DNAJC9,PPIB,B4GALT7,VPS28,ATF4,HM13,STX18,COPS7B,RFNG,UBE2J2,HSPBP1,PSMA7,PSMB10,PSMB3,LMAN2,STX6,MAP2K7,ST3GAL3,HSPA8,TRAP1,SDF2L1,B3GAT3,TRAPPC4,ADRM1,SGTA,TRAPPC5,AP3D1,PSMC5,PSMC3,BAX,STUB1,PSMG1,COPE,UBE2M"
"gene_set_query"	"61"	"ZNF468"	"176.7"	"ARCHS4 Coexpression,25;Enrichr Queries,475;GTEx Coexpression,30"	"DPAGT1,SLC35B3,ARF3,B4GALT2,FKBP10,PIGU,POGLUT1,PIGN,PRKCSH,HSPB8,FAF2,ATP2A2,TXNDC12,PKD1,TRIM8,NDST1,CAPNS1,PSMD5,AP1G1,ARHGDIA,PSMD3,TMED2,AKT1,MAN1A1,EVI5L,GIT1,EIF2A,SKP1,ACTR3,ARHGEF11,ALG6,NCOA3,ALG2,ALG12,MOGS,ALG1,ALG11,ALG10,ARFGAP1,SYTL2,DNAJC3,ACAP3,ACAP2,TMX1,PSME3,DDIT3,DNAJC5,RFT1,CHMP4B,ARHGEF2,ALG10B,VPS25,COPB2,TBC1D9B,SAR1A,SAR1B,COPB1,UBE2J1,BAG6,DNAJB2,AP3M1,UGCG,GANAB,HSPH1,RAB11FIP1,OS9,SRP72,DNAJB4,SERPINH1,ABL1,MGAT2,UGGT1,YKT6,RAB11FIP3,ST3GAL3,ARFGEF1,GALNT7,SLC35A2,SEC24A,GALNT3,IQSEC1,CSNK1A1,ERP44,SEC23IP,GLB1,SGSM2,MGAT4B,VPS41,UBE2N,RAB18,UBA1,P4HB,HSPA1A,UBE2M"
"gene_set_query"	"62"	"SPDEF"	"177.0"	"ARCHS4 Coexpression,318;Enrichr Queries,139;GTEx Coexpression,74"	"ARF3,ST6GALNAC2,RASEF,CLTC,ATP2A3,HSPB1,HERPUD1,LFNG,PSMD6,CAPN9,CAPNS1,TMED3,ARFIP2,AKT1,AP1S1,CAPN1,CHST9,EXOC7,LMAN1L,SLC35C2,NCOA3,VPS37C,TBC1D9,MOGS,RAD23B,SYTL2,RAB31,B3GNT3,PICK1,KIF20A,FKBP4,TBC1D9B,RAB1B,NEDD4L,ITPR3,FUT2,RAB25,AGR2,GCNT2,AGR3,ST3GAL1,AP1M2,GALNT7,GALNT6,SLC35A1,XBP1,GALNT4,SLC35A3,GALNT3,SEC16A,RAB27B,CAPN13,NET1,TRPV6,SGSM3,TRPV4,BCL2,COPG1,P4HB,HSPA1A"
"gene_set_query"	"63"	"ZUP1"	"177.3"	"ARCHS4 Coexpression,8;Enrichr Queries,286;GTEx Coexpression,238"	"ARF3,SRP19,PIGU,PRKCSH,UBE2D3,SRP14,TRIM8,NDST1,CAPNS1,ARHGDIA,AKT1,CAPN1,AP3S1,TRIM21,RAB8A,SKP1,ACTR3,ACTR2,CCT2,ALG6,NCOA3,VPS33B,MOGS,ALG10,SRP9,TAPBP,DPM1,PSMA6,ACAP2,PSMA3,PSMA4,PSMA1,TMX1,PSMA2,DDIT3,DNAJC5,TCP1,BTK,B3GNT2,ALG10B,FKBP3,PSMD10,RAB1A,PSMD12,RAB5B,TBC1D9B,TSG101,UBA7,PSMD14,UBA6,RAB1B,STX11,PSMB10,UBE2J1,BAG6,DNAJB2,UGCG,GANAB,HSPH1,PSMB5,SRP72,PSMB1,VTI1A,DNAJB9,VPS54,CCT8,SEC24A,EDEM1,EIF2AK2,PML,PSMB9,DNAJA1,PSMC6,ARPC2,OSTC,MGAT4B,UBE2N,RAB18,BAX,COPS8,PPIL4"
"gene_set_query"	"64"	"ZBED1"	"179.0"	"ARCHS4 Coexpression,355;Enrichr Queries,132;ReMap ChIP-seq,143;GTEx Coexpression,86"	"SLC35B2,UBE2D4,UBE2D1,AUP1,PSMD8,RAB43,RAB44,PSMD7,ARHGDIA,PSMD3,TBC1D10C,AP1S2,AKT1,TRIM25,LGALS9,TBC1D10B,AP1B1,MOGS,TBC1D2B,GAPVD1,RAB31,DDIT3,RAB34,CSNK2B,RAB35,PSME1,PLAA,CHMP4B,PPIA,OPTN,ATF4,FKBP5,PSMD12,FKBP2,PSMD11,TBC1D9B,RAB5C,SAR1B,GLT8D1,UBR3,FOXO1,HSP90B1,ART1,BAG6,NEU3,RAB11FIP1,MAN2A2,NEU1,VPS11,CHST15,TBC1D14,MLEC,TBC1D17,SEC31A,HSPA8,SDF2L1,HSPA5,SURF4,B3GALT4,TRPV2,COPS6,NPLOC4,COPS5,GGCX,CHMP2A,MAN2B1,CALR,UBE2M,RYR1,HSP90AB1,UBXN1,GPAA1,PRKCSH,HSPB1,HERPUD1,TRIM8,RACK1,RAB8A,WDR38,PSD,ARHGEF11,VPS9D1,EXOC8,CHPF2,NCOA3,RAD23A,ARAP1,COPZ1,DDOST,CKAP4,TAPBP,VAMP8,TRAPPC6B,TCP1,ARHGEF1,ARHGEF2,CHMP6,VAMP5,B4GALT5,USO1,WAS,FURIN,RFNG,PSMA7,USP19,STX10,PSMB6,DNAJB1,GANAB,PSMB5,GGA3,VPS51,VPS52,STX5,DNAJB8,MGAT1,MGAT2,SLC35A2,PPIL2,HSPA1L,B3GAT3,GALNT2,ADRM1,SYVN1,PSMB8,PSMB9,SPCS1,PSMC1,NEDD4,RAB12,PSMC2,MGAT4B,BAX,RAB9A,STUB1,P4HB,HSPA1B,HSPA1A"
"gene_set_query"	"65"	"ZNF469"	"181.0"	"ARCHS4 Coexpression,298;GTEx Coexpression,64"	"FKBP10,SLC35B2,TRAM1,SLC35B4,CHPF,FKBP14,IRS1,XYLT1,PLOD3,PLOD2,PLOD1,TRAM2,GALNT10,NDST1,SEC61A1,POFUT2,CAPN2,QSOX1,CHPF2,CKAP4,ARFGAP1,TMX3,FKBP7,KDELR3,FKBP9,CHST2,CHST3,COPA,HS3ST3A1,SAR1A,GCNT1,RRBP1,HSPA13,MAN2A1,SERPINH1,ABL1,HAS2,ABL2,MGAT2,FKTN,RAB11FIP5,GALNT5,GALNT2,MICAL2,B3GALT6,EIF2AK4,EXT1,EXT2,AXL,POMK,P4HB"
"gene_set_query"	"66"	"ZNF316"	"182.7"	"ARCHS4 Coexpression,113;Enrichr Queries,272;GTEx Coexpression,163"	"FKBP15,PRKCSH,HSPB1,PKD1,NDST2,LFNG,RAB43,PSD4,ARHGDIA,TBC1D10C,AKT1,TRIM25,CAPN1,GIT1,SKP1,TBC1D10B,RAB2A,ARHGEF11,CHPF2,NCOA3,CSNK1D,ALG12,MOGS,ARAP1,VPS37B,SRP9,DDOST,ARFGAP1,RUFY1,ERN1,ACAP3,ACAP1,DNAJC5,RAB35,EXOC3,FAM20C,CHMP4B,ARHGEF1,ULK1,MPPE1,ARHGEF2,PSMD10,TBC1D9B,RAB5C,RAB1B,UBR2,AGAP3,USP19,STX10,BAG6,GANAB,GGA3,CHST15,MICALL2,SERPINH1,MAP2K7,RAB6A,VPS16,IQSEC1,SEC16A,TNK2,SGSM2,MGAT4B,MAN2B1"
"gene_set_query"	"67"	"RXRA"	"183.2"	"Literature ChIP-seq,107;ARCHS4 Coexpression,283;ENCODE ChIP-seq,103;Enrichr Queries,178;ReMap ChIP-seq,240;GTEx Coexpression,188"	"SLC35B2,PGAP1,ARAF,PSMD2,PSMD3,TBC1D10C,PSMD1,AKT1,TRIM25,ANKFY1,LGALS9,TBC1D22A,SIL1,TBC1D22B,TBC1D10B,ST6GAL1,COG8,COG3,ALG3,CSNK1D,MOGS,RUFY1,RNF126,DDIT3,CSNK2B,ULK1,MPPE1,KDELR3,VPS28,ATF4,NEDD4L,COPS7B,COPS7A,CHST15,SCAP,SSR1,B4GALNT3,ST3GAL1,B4GALNT2,ST3GAL2,VTI1B,CTSA,EDEM3,B3GALNT1,TRAP1,XBP1,RABGAP1L,IQSEC1,GNPTG,NPLOC4,PSMG4,CALM1,ARF3,PIGU,PIGO,FKBP15,PIGN,HEXB,CLTC,TRAM2,HERPUD1,TRIM8,LFNG,GLT1D1,RACK1,QSOX2,TMED6,GIT1,RAB8A,UBXN6,VKORC1,TMED9,EXOC8,EXOC7,NCOA3,AP3B1,COPZ1,SRP9,RAB33B,PIGC,VAMP8,VAMP1,B3GNT2,ARHGEF1,PLIN2,ARHGEF2,FAM20A,ARHGEF7,VAMP5,CRYAB,VAMP2,EXOC1,STX12,STX16,STX18,WAS,STX10,GGA1,EXTL2,PSMB4,SRP72,MGAT1,DNAJC5G,MGAT2,CCT5,AP3D1,SYVN1,UBE2G1,UBE2G2,RAB11B,PSMC5,COPG1,EXOC3L4,IRS1,RAB3D,AUP1,SRP14,IGF1R,RAB43,RAB44,ARHGDIA,TBC1D30,CAPN2,CAPN1,RAB2B,RALBP1,DGAT1,VPS33A,CNPY3,KNCN,PDIA5,PDIA4,DPM3,ACAP2,RAB31,ACAP1,RAB34,RAB35,FKBP8,PPIF,CHMP4B,PPIA,FKBP5,PSMD12,FKBP2,PSMD11,RAB5C,CUL3,ITPR1,FOXO1,BAG6,BAG2,UBR7,MAP2K7,HSPA8,TRAPPC3,SDF2L1,TNK2,TRAPPC5,EIF2S1,NSFL1C,COPS6,COPS5,DNMBP,GGCX,DNAJC10,CHMP2B,BCL2,MAN2B1,UBE2K,HSP90AB1,PRKCSH,HSPB1,USE1,BICD1,DDI2,PSD4,A4GALT,ACTR3,ARHGEF11,HSP90AA1,RAD23A,ARAP1,VPS37B,BET1L,ARFGAP2,TRAPPC6A,RABEP1,DNAJC5,CHMP6,SEC22A,SEC22C,B4GALT5,PPP1R15B,BECN1,ROCK1,ROCK2,RAB1B,ASAP3,FURIN,AP3M2,DNAJB2,MAPK9,GANAB,CYTH4,RAB26,DNAJB4,BNIP1,RAB28,UBQLN4,UGGT1,SLC35A4,PPIL1,PPIL2,B3GAT3,ADRM1,HS3ST6,RAB10,MGAT4B,VPS41,BAX,STUB1,P4HB"
"gene_set_query"	"68"	"THAP5"	"185.7"	"ARCHS4 Coexpression,27;Enrichr Queries,12;GTEx Coexpression,518"	"ARF3,ERO1A,ERO1B,PIGU,PRKCSH,PIGP,GXYLT1,ARHGAP5,SEC61A2,EEA1,NDST1,SEC61A1,CAPNS1,MAN1A2,ARHGDIA,AKT1,CAPN1,TRAPPC13,TMED7,TBC1D10A,TMED5,RAB8B,TMED4,MKKS,SSR4,CHPF2,NCOA3,VPS37A,DNAJB14,YOD1,MOGS,ARFGAP1,RAB33B,VAMP8,DNAJC3,ACAP2,RABEP1,TMX3,DNAJC5,RAB35,TBC1D24,CHMP4B,EXOC5,ARHGEF2,SEC22B,ARF6,RAB5C,ATF6B,SAR1A,ROCK2,SAR1B,RAB1B,SEL1L,HSPA13,USP19,RAB21,BAG6,GANAB,RAB25,DNAJB4,ABL1,SSR1,DNAJB9,VPS54,GCNT4,RAB11FIP2,YKT6,TBC1D15,ST3GAL3,EDEM3,TRAPPC2,SLC35A3,CSNK1A1,RAB3IP,C1GALT1,SPCS3,SPCS1,VAPB,COPS2,MGAT4B,RAB18,SRPRB,UBA1,P4HB,BET1"
"gene_set_query"	"69"	"FOXK2"	"187.0"	"ARCHS4 Coexpression,620;Enrichr Queries,55;ReMap ChIP-seq,24;GTEx Coexpression,49"	"DPAGT1,EXOC3L1,RAB3A,RAB3D,ARAF,AUP1,IGF1R,PSMD8,NDST1,PSMD9,GOLGA4,PSMD7,PSMD2,ARHGDIA,PSMD3,CAPN2,PSMD1,AKT1,TBC1D22B,TBC1D10B,ST6GAL1,CSNK2A1,STX7,CSNK1D,MOGS,DPM2,RNF126,DDIT3,PSME4,CSNK2B,PLAA,CHMP4A,FKBP4,VPS25,OPTN,ATF4,FKBP5,PSMD12,VCP,PSMD11,CUL1,UBR4,NEDD4L,AGAP1,HSPBP1,BAG6,NEU3,HSPH1,MAN2A2,NEU1,UBR5,VPS11,ABL1,TBC1D17,AP1M2,TRAPPC3,HSPA8,TRAP1,SDF2L1,IQSEC1,TNK2,SEC16A,B3GALT4,MICAL2,EIF2S1,COPS3,COPS6,NPLOC4,B4GAT1,GGCX,HYOU1,UBA1,CALR,RYR1,B4GALT2,B4GALT3,PIGU,ST6GALNAC2,UBXN1,B4GALT1,HSP90AB1,PIGO,GPAA1,PRKCSH,SNAP23,ATP2A2,PIGV,RACK1,MAN1A1,SNAP29,GAL3ST4,GIT1,RAB8B,VKORC1,CCT3,HSP90AA1,NCOA3,COPZ2,RAD23A,ARAP1,RAD23B,COPZ1,DDOST,ARFGAP1,TAPBP,VAMP8,TRAPPC6B,CANX,VAMP5,ST6GALNAC4,VAMP2,ST6GALNAC6,ATF6B,USO1,DERL1,ASAP1,RNF5,PSMA7,AP3M1,GANAB,DNAJB6,SRP72,RNF139,VPS52,UBQLN1,STX5,DNAJB9,STX4,MGAT2,CCT7,UBQLN4,SLC35A2,GALNT5,PPIL1,PPIL2,HSPA1L,B3GAT3,AMFR,TRAPPC10,ADRM1,SYVN1,AP3D1,SRP68,RAB11B,PSMC4,CAPN10,PSMC1,NEDD4,PSMC2,RAB13,BAX,P4HB,HSPA1B,HSPA1A"
"gene_set_query"	"70"	"FOXP4"	"187.7"	"ARCHS4 Coexpression,161;Enrichr Queries,375;GTEx Coexpression,27"	"B4GALT2,ERO1B,PIGU,PIGO,CHPF,KDELR1,PGAP3,PRKCSH,RASEF,XYLT2,HSPB1,AUP1,HERPUD1,IGF1R,TRIM8,POFUT2,CAPN8,CAPN9,SERP1,CAPNS1,MCF2L,ARHGDIA,PSMD3,ARFIP2,AKT1,PDILT,TMED6,GIT1,SEC63,TMED4,NCOA3,VPS37C,MOGS,CSNK1D,ARFGAP3,BET1L,PDIA5,ARFGAP1,RBX1,ACAP3,DNAJC7,B3GNT3,CHMP4B,ULK1,RAB7A,TBC1D9B,RAB1B,SLC35D2,AGAP1,RRBP1,FURIN,ASAP1,ITPR3,FOXO1,BAG6,CYTH2,GANAB,AGR2,STX6,ABL1,GCNT4,B4GALNT3,ST3GAL1,AP1M2,UBQLN2,B4GALNT4,XBP1,IQSEC1,SEC16A,TNK2,GBF1,SYVN1,AP3D1,RAB11B,SGSM3,A4GNT,DNAJC10,MGAT4B,SRPRA,HYOU1,UBA1,RAB17,P4HB"
"gene_set_query"	"71"	"ATF1"	"188.8"	"ARCHS4 Coexpression,191;ENCODE ChIP-seq,70;Enrichr Queries,57;ReMap ChIP-seq,77;GTEx Coexpression,549"	"SLC35B2,SLC35B4,CLPB,CCT6B,PSMD8,C1GALT1C1,AKT2,AP1S1,ARFIP2,SEC62,TBC1D10B,SEC63,SKP1,EIF2A,VPS18,COG8,CSNK1D,CSNK2B,ATF6,TP53,ALG10B,VPS25,OPTN,VPS28,ATF4,SAR1A,RPN1,AGAP2,INPP5B,NEU3,RAB11FIP1,CHST11,NEU1,VPS11,SSR1,ST3GAL2,ATG5,SEC31A,B4GALNT4,XBP1,EDEM2,EXOC6B,CCT6A,B4GAT1,PSMG3,HYOU1,PSMG1,CALR,RYR1,PIGU,ARF1,FKBP15,GPAA1,CLTC,PIGW,EEA1,TMED2,QSOX2,TMED7,UBXN4,RAB8A,RAB8B,VKORC1,PSD,SEC13,TMED9,EXOC8,CAMLG,NCOA3,SSR2,COPZ1,PSMA5,PSMA6,PSMA3,PSMA4,PSMA1,PACS2,PSMA2,B3GNT6,PIGL,PIGG,VAMP5,PIGF,VAMP2,ARF5,EXOC1,NAPA,NAPB,USO1,DERL1,HSPA13,PSMA7,STX10,PSMB6,EXTL2,PSMB4,GGA3,OS9,SRP72,STX5,CCT8,CCT5,CCT4,UBL4A,HSPA1L,CSNK1A1,TRAPPC10,GBF1,SYVN1,PSMB8,RAB11A,PSMB9,RAB11B,FKBP1A,ERP44,SPCS2,PSMC3,PSMC4,NEDD4,PSMC1,SGSM2,HSPA1B,HSPA1A,DPAGT1,EXOC3L1,SRP19,RAB3A,SYS1,EXOC3L4,CHPF,UBXN2A,UBE2D1,AUP1,SRP14,POFUT2,ARHGDIA,RNF19A,PDIA3,DGAT1,STX7,VPS33B,DNAJB12,ALG14,ALG11,PDIA6,RBX1,PDIA4,DPM1,ACAP3,DPM2,OXA1L,ACAP2,RAB30,RAB31,TMX2,SELENOS,TMX1,RAB34,ERP29,PLAA,FKBP7,CHMP4A,TBC1D23,FKBP4,FKBP5,COPB2,FKBP2,VCP,TMED10,PSMD11,TSG101,RAB5C,COPB1,UBR1,FUT1,BAG6,UBB,BAG2,UBR7,ABL1,TBC1D12,TBC1D17,RAB6B,HSPA9,HSPA8,OST4,SDF2L1,HSPA5,HSPA4,TNK2,TRAPPC4,B3GALT4,DNAJC14,EIF2S1,COPS4,COPS6,COPS5,GGCX,COPS2,CHMP2A,BCL2,UBE2N,SRPRB,OGT,COPE,UBE2M,SNAP25,CALR3,COLGALT2,HSP90AB1,PRKCSH,NGLY1,HSPB1,USE1,PKD1,AP1G1,PSD4,MCF2L,EVI5L,PAAF1,ACTR3,ACTR2,HSP90AA1,NAT8B,RAD23A,VPS37B,RAD23B,ARFGAP1,TAPBP,TRAPPC6A,DNAJC1,PIK3CA,RER1,CHMP3,DNAJC8,MAN1B1,SEC22B,SEC22A,BECN1,RAB1A,SEC23A,ATF6B,HM13,GOSR1,RNF5,DNAJB2,RAB21,DNAJB1,GANAB,VPS51,DNAJB6,VPS53,VPS52,DNAJB8,BAK1,UBQLN3,SLC35A2,SLC35A4,PPIL2,B3GAT3,SGTA,B3GAT1,VAPA,GLB1,DOLPP1,VPS41,DNAJA2,BAX,P4HB"
"gene_set_query"	"72"	"PRDM4"	"194.0"	"ARCHS4 Coexpression,242;Enrichr Queries,48;GTEx Coexpression,292"	"ARF3,PIGU,FAF2,CLTC,XYLT1,ATP2A2,UBE2Z,TRAM2,EEA1,TRIM8,SEC61A1,PSMD5,AP1G1,AKT3,CAPN2,AKT1,TRIM25,XXYLT1,HSP90AA1,NCOA3,TBC1D9,OCRL,ALG11,POMGNT1,RAD23B,ACAP2,TMX3,PSME3,DDIT3,DNAJC5,RAB35,CANX,B3GNT2,FKBP4,ATF6,ARF6,ATF4,BECN1,TBC1D9B,ROCK2,CUL3,UBR4,NEDD4L,ITPR3,FOXO1,UGCG,GANAB,HSPH1,SRP72,MGAT5,UBQLN1,ABL1,ABL2,STXBP5,STX3,HSPA9,HSPA8,ARFGEF2,TOR1A,HSPA5,CSNK1A1,SEC16A,GBF1,AP3D1,EIF2AK4,ARCN1,POMK,BCL2,HYOU1,UBA1"
"gene_set_query"	"73"	"ZFPM1"	"194.3"	"ARCHS4 Coexpression,427;Enrichr Queries,149;GTEx Coexpression,7"	"FKBP11,ERO1B,B4GALT3,PIGU,PGAP3,PRKCSH,PIGQ,XYLT2,SRP54,ATP2A3,HSPB1,AUP1,HS6ST1,IGF1R,LFNG,RAB43,SEC61A1,PSMD6,SERP1,PSD4,ARHGDIA,TBC1D30,ARFIP2,AKT1,SEC61B,SIL1,TMED6,PDIA2,TMED9,SSR4,SSR2,NCOA3,ALG5,ALG2,MOGS,CSNK1D,CNPY3,ALG1,DDOST,BET1L,ARFGAP1,TPST2,ERN1,DPM2,RNF126,ERP29,ERP27,ULK1,ARHGEF1,B4GALT7,FKBP5,HM13,SEL1L,DERL2,AGAP1,NEDD4L,RRBP1,AGAP3,RFNG,FUT1,FOXO1,BAG6,PRDX4,GGA3,VPS51,CHST11,MAN2A2,RAB26,LMAN2,MICALL2,STX5,DNAJB9,ST3GAL5,MAP2K7,SEC23B,ST3GAL1,RAB11FIP3,ST3GAL2,XBP1,IQSEC1,SEC16A,TNK2,SLC33A1,SYVN1,MICAL2,SPCS1,SGSM3,A4GNT,MGAT4B,SRPRA,SRPRB,P4HB,RAB17,COPE,UBE2M"
"gene_set_query"	"74"	"NR1H2"	"196.5"	"ARCHS4 Coexpression,60;Enrichr Queries,28;ReMap ChIP-seq,101;GTEx Coexpression,597"	"SLC35B2,SYS1,CHPF,PGAP3,RASEF,ARAF,RAB43,CAPN8,ARHGDIA,CAPN5,CAPN2,TBC1D10C,TRIM25,AKT1,CAPN1,LGALS9,VPS18,DGAT1,STX8,CSNK1D,MOGS,YOD1,CNPY3,ACAP3,DPM2,DPM3,RNF126,RAB34,DDIT3,MFNG,EOGT,RAB35,FKBP8,CHMP4B,ERP27,TP53,STX1A,VPS28,ATF4,FKBP2,RAB5C,AGAP3,FUT4,HSPH1,BAG2,MICAL1,VPS11,TBC1D17,ST3GAL1,CTSA,HSPA8,XBP1,HSPA5,TNK2,ARPC4,SNF8,EXT1,COPS6,GGCX,PSMG3,CHMP2A,HYOU1,MAN2B1,COPE,UBE2M,FKBP10,PIGU,ARF1,UBXN1,HSP90AB1,B4GALT1,PRKCSH,HSPB8,HEXB,PIGQ,ARPC1B,CLTB,HSPB1,HERPUD1,LFNG,TRIM8,RACK1,GET4,TMED9,VPS9D1,NCOA3,COPZ2,RAD23A,ARAP1,DDOST,PIGC,VAMP8,TBC1D1,ARHGEF1,ARHGEF2,CHMP6,VAMP2,B4GALT5,NAPA,BECN1,ROCK2,RAB1B,WAS,FURIN,ASAP2,RFNG,PSMB10,STX11,STX10,PSMB6,DNAJB1,CYTH4,RAB40C,VPS51,DNAJB5,LMAN2,STX5,GCNT3,MGAT1,BAK1,CYTH1,SLC35A2,UBL4A,PTPN1,FKRP,B3GAT3,ADRM1,SYVN1,RAB11B,CAPN12,CAPN10,MGAT4B,BAX,STUB1,P4HB,PPIL6"
